,title,stars,date,r_title,text
85,Cinderella,4,6 March 2015,bippity boppity boo right out of my way,okay first off i am a girl locked in her attic with no parents and an evil step mother. My step sisters make me do all of the house work including cleaning their dirty bloody underwear from their periods. I think one of them even has an std or something. Im getting off subject now but lets talk about the movie. those rats are gonna give that Cinderella chick the plague or something i mean the chick has to be high or something talking to disease infested rats that will kill you with one bite its insane. this chick even makes clothes for them. imma start about the dress that all of the animals made first of all don't try it i sang to get birds to clean my room no i got bit at least 20 times and the rats most likely gave me rabbies. they didn't even make me a beautiful dress to go to prom in they just pooped all over the fabric and left me to find a fairy godmother. and if Cinderella's dress disappeared at midnight leaving her looking like she was attacked like a bear then why are her the glass slippers still there. like wtf its not okay and then the prince was to lazy to go looking for her himself like i would know the persons face if i saw them but no he had a freaking shoe tell if this was the girl or not did she have like baby feet because they went through the whole kingdom and did not find a girl with the same sized feet as her.this movie is a bad influence on children every where and you should all feel disgusted about yourselves.
86,Cinderella,4,18 July 2013,A true Disney classic,There have been so many versions of the Cinderella story that you may be surprised to find that some of the elements that you think are a part of the story are missing. Gone are Buttons and Barron Hardup figures that we see in Pantomime and instead we have a selection of cute animals (this is Disney after all) that will either warm your heart or annoy you badly.Cinderella herself is a typical Disney princess but the film moves along at a quick pace after quite a slow first 20 minutes. For it's age it looks stunning and the humour does not date.Although it probably appeal more to girls than boys there is a lot of fun for them to enjoy in the film as well what with the bumbling king and his servant.Overall a classic Disney film that is well worth seeing to bring back some childhood memories.
87,Cinderella,,10 November 2002,Another example of animated boredom from Walt Disney Pictures,"The truly best years of animation production at Walt Disney Pictures were while Walt Disney was alive but the horribly dismal results of this film gives an indication of how really bad it is over there today. There's just not much to keep ""Cinderella"" going in levels of interest as it is just an animated rehash of a story that has been filmed and written way too many times. This film's only highlight and mild levels of amusement comes from Gus and Jaq, Cinderella's two pet mice (these Walt Disney Pictures fairy tale adaptations usually add a couple of new characters in an effort to be more interesting and original). They provide this film's very few good moments with their antics."
88,Cinderella,5,24 March 2006,"Anyone remember the time on ""Gilligan's Island"" when Mrs. Howell dreamed that she was Cinderella and Gilligan was her Fairy Godfather?","OK, everyone knows what ""Cinderella"" is about, so I'll just talk about some things. I saw it 3 days ago for a class. As a 21st century 22-year-old guy, I'm not tempted to just watch such a movie and get transfixed. So, I threw out ""MST3K""-style comments. For example, when the birds wake her up at the beginning, I said ""Hey Cinderella! O.J. Simpson got acquitted!"".Now, whenever a book gets turned into a movie, there's bound to be some changes. And boy were there here! The Grimms' version of the story has the stepsisters mutilate their feet to try and fit them into the slipper. Charles Perrault's original story didn't have a Fairy Godmother; Cinderella planted a twig on her mother's grave and the tree granted her wishes.I like the ""Gilligan's Island"" episode where Mrs. Howell dreams she's Cinderella and Gilligan her Fairy Godfather. Speaking of the Fairy Godmother, would Cinderella's Fairy ""Godfather"" make offers you can't refuse? And of course, what of Cinderella herself? I assume that any heterosexual man's hormones would go wild just thinking about her, and any gay man would idolize her. And if her stepmother and stepsisters deprive her of everything, why does she always look like Grace Kelly? But this is Disney: the fact that she's so beautiful means she's 100% good, while the homely stepsisters are 100% bad. And there are Cinderella's mice friends. Maybe her friendship with mice affirms her isolation from society: people keep her locked up, she befriends animals. And let's face it, the mice are the underdogs the same way she is. The cat reminded me of Stewie on ""Family Guy"". I would call the king a cross between Archie Bunker and the characters whom Jack Nicholson plays in movies. The grand duke reminded me of Darrin on ""Bewitched"".Considering that ""Cinderella"" is the ultimate fairy tale, we need to think about the idea of a fairy tale. Fairy tales involve someone trying to make it (the American Dream). Not just economic success, but also the idea of going out and making the most of oneself. Thus, Hunter S. Thompson's life was a fairy tale! One more thing. The name Cinderella comes from the Latin word for ""ash"", because she's rising up from the ashes. I have to admit: when I hear ""ash"", I think of the ""Evil Dead"" movies. So, thinking of Cinderella's name, I picture Ash telling the ""primitive screw-heads"" about his boom-stick! Last but not least, I bet when the movie came out, the teenage boys really liked the scene where Cinderella's taking a shower (we see her backside). I will admit that she is pretty hot."
89,Cinderella,8,11 July 2005,Cinderella,"I had not seen this Disney classic cartoon based on the famous fairytale for several years, I probably only saw it a couple of times as a child, so when it was finally broadcast on terrestrial television I was not going to miss the opportunity to get a proper opinion at last. Basically in a small kingdom young Cinderella was the beloved child of a widowed aristocrat, the father married Lady Tremaine (Eleanor Audley) for a mother's care, she has two daughters, Drizella and Anastasia, from a previous marriage, Cinderella's father dies and Lady Tremaine reveals her true colours as a cold and cruel woman, she and her daughters take over the estate and reduce Cinderella to becoming a scullery maid in her own home. Cinderella (Ilene Woods) despite her mistreatment becomes a kind and gentle young woman, befriending animals who live around the château, including the mice and birds, but she cannot escape the ruling of strict Tremaine and ugly sisters Drizella (Rhoda Williams) and Anastasia (Lucille Bliss). Meanwhile at the royal palace, the King (Luis Van Rooten) and Grand Duke (also Van Rooten) organise a ball in an effort for the Prince Charming (William Phipps) a wife, word is spread that ""every eligible maiden"" is to attend, Cinderella wishes to attend, Lady Tremaine agrees she can, provided she finishes her chores and finds a nice dress. While Cinderella is called for more chores and work by the stepmother and stepsisters, her animal friends, led by Jaques (James MacDonald), Gus (also MacDonald) and the other mice, work together to fix a gown that belonged to Cinderella's mother, avoiding Lady Tremaine's wicked cat Lucifer (June Foray) they also manage to beads and a sash thrown out by the stepsisters. Cinderella is delighted by her new gown and comes down to attend the ball, but Lady Tremaine makes sure Drizella and Anastacsia destroy the dress, pointing out the apparent theft of the beads and sash, just as Cinderella is about to give up on hope her Fairy Godmother (Verna Felton) appears, using her magic wand to transform a pumpkin into a carriage, the mice into horses, her horse into a coachman, and dog Bruno (MacDonald) into a footman, and finally creating a new ball gown, with glass slippers. Cinderella is warned that at the stroke of midnight the spell will be broken and everything will return as it was before, at the ball Prince Charming rejects every girl, then he spots Cinderella in the distance, the two meet, fall deeply in love and dance alone throughout the castle grounds, then the clock starts to chime midnight, so Cinderella flees, dropping one of her glass slippers, away from the palace her gown turns back into rags, the mice point out one glass slipper is still on her foot. The Duke tells the King of the Prince meeting the unknown girl, the King is angered by her getting away, but the Duke calms him down telling of the glass slipper and that the Prince will marry the girl who fits the slipper, so the next morning a search begins to every house to find the girl whose foot fits the slipper, this news reaches Cinderella's household, the stepmother and stepsisters prepare for the arrival, and hearing Cinderella dreamingly humming at the news Lady Tremaine realises she is the girl dancing with the Prince, so she locks her in the attic. While the Duke arrives and Drizella and Anastasia try unsuccessfully with their large feet to fit the glass slipper, Jaq and Gus steal the key, Lucifer ambushes them, but Bruno chases him out of the window and Cinderella is freed, the Duke prepares to leave but Cinderella appears and requests to try on the slipper, but Lady Tremaine trips the footman causing the slipper to shatter on the floor. But then Cinderella produces the other glass slipper, to Lady Tremaine's horror, the delighted Duke slides the slipper onto her foot, fitting perfectly, in the end Cinderella and Prince Charming celebrate their wedding and live happily ever after. I was so happy that I was able to watch this again, I had forgotten so many moments in it, only remembering the obvious bits, the leading female character is lovely, her mouse and other animal friends are likable, the evil stepmother is sadistically sinister and the stepsisters are suitably irritating, the songs are delightful, the animation is fantastic, it will just make the family watching feel all warm inside, a terrific animated musical fantasy. It was nominated the Oscars for Best Song for ""Bibbidy-Bobbidi-Boo"", Best Music and Best Sound. It was number 53 on The 100 Greatest Musicals, and it was number 98 on The Ultimate Film. Very good!"
90,Cinderella,7,3 December 2016,Story Dull; Some Very Nice Songs,"I've never been as enamored with this film as with other Disney films. First of all, the villains just are laughable. They don't' have the cruelty that they have in other movies. The prince is a dud. He is strictly window dressing, someone for Cinderella to fall in love with. But the real downer is those tiresome mice and their electronically enhanced voices. After a few minutes of them, I've had enough. Even the Fairy Godmother is a dull, undeveloped character. Cinderella's plight in the original fairy tale is hell on earth. Here she is mostly inconvenienced. I know it's animation out of the fifties and Disney is for kids, but when I was young I didn't like this very much. Again, there are some really good songs, including ""A Dream Is a Wish Your Heart Makes."" A theme for the whole Disney enterprise."
91,Cinderella,9,18 November 2015,One of the greatest Diseny film,"Cinderella is one of my favorite movie. when I watch this,it brings me back,when I was a young girl. and it made me want to keep on watching to know the ending. In my opinion, Cinderella is one of the greatest Diseny film with the beautiful songs.Cinderella is a story about the girl who lived with a step-mother and two step-sisters. she lived like a slave and suffered a hard life.when the step-mother and two step-sisters did really bad on her,I felt pitiful for Cinderella. And there are many characters in the movie as well. my favorite character was fairy god mother. because, she was the most helpful person in the movie. she could use magic. so, she could help Cinderella to join the ball. if she did not exist in this story, Cinderella would not be able to join the ball. And my favorite part of this movie was when Cinderella's foot fits on the shoes. so, the prince could know that Cindellar is the girl who danced with him.It was just fine for children to watch, not too scary and not too romantic. however, for the teenagers and adults, they could figure out the ending easily. so, it can be boring for them. I'd recommend this movie to kids, or young readers. because, it is a cartoon movie and easy to understand for them."
92,Cinderella,,9 July 2015,Tremendous comeback,"In 1950 Disney finally returned to full feature animations with Cinderella, one of their greatest comebacks to date. A film that quite literally saved Walt Disney Animation Studios and allowed them to continue shaping our childhoods.It's also the first fairytale film Disney had produced in a long time, featuring only the second Disney princess at the time of its release. A film of many returns and a film that helped to solidify what a Disney film was to mean.And it's a fantastic film in its own right. The animation is once again some of the best ever made, which must have been a true treat for the audiences at the time after a full half of a decade of nothing but shorts of varying quality. Here the quality is topnotch, though we still have a few films to go before Disney would once again start to push the medium forward with Sleeping Beauty.The story is of course a classic, and nowadays the version almost all think of when they hear the name Cinderella. Disney has always been at its best when it's doing adaptations, this being no exception. The best parts of the original fairytale are transformed into the silver screen experience we've all come to love.If I had to name one problem, I have to admit that the mice are a bit annoying now that I'm an adult. As a child I don't remember minding them at all, but now... Oh well, it's no like they ruin the film, so it's a minor flaw.Cinderella is an important film in Disney canon. It's also one of the better Disney films ever made. A true classic, and if for some reason you haven't seen it already, please do."
93,Cinderella,10,14 June 2015,"One Of The Finest Animation Techniques  I Have Ever Seen, Make This My All Time Favorite Disney Film.","Simply put: a masterpiece that will endure the tides of time. A fitting tribute to children all over the world by the hard-working animators that brought life to the colorful characters in the film.Even adults will enjoy this film. Cinderella, or The Little Glass Slipper (Italian: Cenerentola, French: Cendrillon ou La Petite Pantoufle de verre, German: Aschenputtel), is an Italian folk tale embodying a myth-element of unjust oppression. The first written version was published in Napoli (Naples) by Giambattista Basile, in his Pentamerone (1634). The story itself was based in the Kingdom of Naples, at that time the most important political and cultural center of Southern Italy and among the most influential capitals in Europe, and written in the Neapolitan dialect. It was later reprised, along with other Basile's tales, by Charles Perrault in Histoires ou contes du temps passé (1697), and by the Brothers Grimm in their folk tale collection Grimms' Fairy Tales (1812). One of the most popular versions of Cinderella was written in French by Charles Perrault in 1697, under the name Cendrillon. The popularity of his tale was due to his additions to the story, including the pumpkin, the fairy-godmother and the introduction of glass slippers.Plot: In a far away, long ago kingdom, Cinderella is living happily with her mother and father until her mother dies. Cinderella's father remarries a cold, cruel woman who has two daughters, Drizella and Anastasia. When the father dies, Cinderella's wicked stepmother turns her into a virtual servant in her own house. Meanwhile, across town in the castle, the King determines that his son the Prince should find a suitable bride and provide him with a required number of grandchildren. So the King invites every eligible maiden in the kingdom to a fancy dress ball, where his son will be able to choose his bride. Cinderella has no suitable party dress for a ball, but her friends the mice, led by Jaques and Gus, and the birds lend a hand in making her one, a dress the evil stepsisters immediately tear apart on the evening of the ball. As they depart for the ball, Cinderella is left behind. She goes outside and starts to weep, when suddenly a soft hand caresses her shoulder and she looks behind. She sees an elderly woman with a kind face who professes to be her fairy godmother. She immediately began to transform Cinderella from house servant to the young lady she was by birth, all in the effort to get Cinderella to the ball. She turned a pumpkin into a golden carriage, mice into horses, a rat into a coachman, and lizards into footmen. She then turned Cinderella's rags into a beautiful jeweled gown, complete with a delicate pair of glass slippers. The Godmother told her to enjoy the ball, but warned that she had to return before midnight, when the spells would be broken. Watch this timeless classic to see what happens next...This animated film is based on Perrault's version of the tale. You immediately notice that the animation is very pleasant for the eyes, and the colors are rich and vibrant. The backgrounds and attention to detail is meticulous. The plot and script is well polished and perfectly adapted from Perrault's tale. Then we move on to the sound effects of the animated film. Again, excellence in the voice-acting, background themes and the few songs that occur in the film are very melodious. All the characters in the film are well portrayed and will linger in your memory long after you have watched the film.Other Walt Disney Classics: Snow White and the Seven Dwarfs (1937), Pinocchio(1940), Dumbo (1941), Bambi(1942), Alice in Wonderland (1951), Peter Pan(1953), Lady And The Tramp 1955, Sleeping Beauty (1959), The Sword in the Stone (1963), The Jungle Book (1967), The AristoCats (1970), Robin Hood (1973), The Rescuers (1977), The Fox and the Hound (1981)."
94,Cinderella,9,4 June 2015,The last of Disney's golden era,"Walt Disney's Cinderella, directed by Clyde Geronimi, Wilfred Jackson and Hamilton Luske, reinvigorated the House of Mouse's box- office power after the devastation of World War II, while at the same time marking the end of their 'golden era'. This was, critically, their final 'classic' film (although fans of Beauty and the Beast (1991) and The Lion King (1994) may disagree), and some of the art on display here is some of the finest animation Disney has ever produced. It also helped Walt Disney's huge ambitions, which was to take Disney to the new medium of television, bring children's dreams vividly to life by opening Disney World in 1971, and for Disney to become a global franchise in its own right.Cinderella (voiced by Ilene Woods) spends her days and nights tending to the many needs of her two bitter stepsisters, Drizella (Rhoda Williams) and Anastasia (Lucille Bliss), and her wicked stepmother Lady Tremaine (the wonderful Eleanor Audley, who would later voice Maleficent in Sleeping Beauty nine years later). When it is announced that the King (Luis Van Rooten) has organised a ball, inviting every maiden in the land to attend in a search to find a bride for his son Prince Charming (William Phipps and Mike Douglas), Lady Tremaine gives her blessing for Cinderella to attend. However, on the night of the ball, Cinderella's stepsisters destroy her dress, leaving her distraught and humiliated. But with the help of her Fairy Godmother (Verna Felton), she gets to attend the ball with the help of a pumpkin carriage, some mice-turned-horses, and a pair of glass slippers.The main draw of Cinderella, apart from the gorgeous animation, is the lead character herself, who is a truly sympathetic character and far less annoying that the usual Disney princesses. Tremaine and her daughters are truly ghastly creations, and their cat Lucifer - responsible for many laugh-out-loud moments as he tumbles with the mischievous residing mice - is no better. It's the plight of Cinderella that gives the film its backbone and emotional edge, rather than relying on musical numbers (though there are a few catchy tunes) and scenes of soppy romance, In fact, Prince Charming barely appears, but when he does it is short and all the more magical for it. It's also very funny, with the ensemble of animals on show providing many inspired comic set-pieces. Deserving of respect from both fans of animation and fans of classical film- making."
95,Cinderella,10,29 January 2015,Geeky Randy's summary,"Timeless fairytale of a gorgeous, smart and sweet young woman who was adopted by her abusive stepmother and demanding stepsisters after her father died and is used as their slave. But when her dreams are finally shattered and all hope for happiness is lost, her Fairy Godmother appears and turns the remains of Cinderella's dress into a new ball gown with glass slippersand when she is favored over other women at the ball, her stepmother sets out to hinder Cinderella's chances of marrying the prince. Bruno the dog, Lucifer the Cat and especially Gus the mouse certainly add an element to the already beloved story; and while the musical numbers are certainly not among the best to come out of the Walt Disney Animated Classics series, the songs are nevertheless fitting for such a wonderful and flawless tale.**** (out of four)"
96,Cinderella,8,19 December 2014,"All Politics aside, It's still a beautiful masterpiece.","The Moral of Cinderella, however you put it, isn't the most realistic moral. ""No matter how your heart is grieving, if you keep on believing, the dream that you wish will come true"".Cute, but that's not going to do Anne Frank any good.But I believe It's more about being optimistic; not so much, you get what you want because of Karma. The film is beautiful, exciting with interesting characters (I'm dead serious, Cinderella is a very interesting character).I don't care how many movies you've seen.That Climax is one of the most exciting of any Disney film."
97,Cinderella,7,23 September 2014,One of the most appealing fairy tale for girls.,"I think just every little girl or anyone that grew up listening to fair tales knows the story of Cinderella. It does give little girls the wrong perspective of marriage and all, but I can see why this movie can be enticing for a lot of girls and even women around the world. I actually like the secondary acts and characters of this movie. Even if Gus Gus can get annoying sometimes, but he atones for it at the end and sometimes that is what matters. Cinderella isn't a very standout character, nor do I think she is a strong heroine. And again it plays upon the Prince Charming saving her from all her struggles which includes her step mother and evil step-sisters. However when it comes to the overall package, it's actually a pretty good fairy tale movie from Disney. At least it's better than ""Snow White"", even if some may disagree. Even the musics are more memorable.7.3/10"
98,Cinderella,9,26 September 2012,Is it about love or family drama?,"When I was a young girl, I've always dreamed to become Cinderella and wear that wonderful sliver-blue gown. Cinderella has taught that if you keep on believing, your dreams will come true. Sadly, I've stopped believing and started to work on my dreams. It's a great movie, but the message is wearing off now a days.Let's talk about the main question... Cinderella gets to go into this exciting ball that was hosted by prince charming. Charming caught his eye one the girl in the sliver-blue dress and fell in love instantly. Sorry Charming, it doesn't work that way. And Cinderella fell in love too. The prince is braindead. He has no personality! He just has charm! He barley knew about the girl and he wants to marry her, but then he has every girl try on the glass slipper to find who is the girl charming danced with. Like are you kidding me! He's so braindead: what if a 50 year old woman fits into the glass slipper?? Charming is definitely going to regret that dance with Cinderella!Now I'm going to stop blabbing about how ignorant Prince Charming is and move on to the Tremaine family. So, Cinderella's real mom died, her father married Lady Tremaine. This new family is actually courteous and kind to Cinderella and her father. Well that changes years later. 4 ladies with a black cat and adorable mice. So Lady Tremaine and her daughter showed their true colors to poor Cinderella and they start to treat her like crap! What an exciting story so far! Why would a mother (well stepmother) treat someone in the family like crap? Doesn's she know it's child abuse? It's just so cruel of her! Cinderella just believes in her dream of falling in love with a bland prince and living happily ever after, but no. Family comes first! Cinderella is a movie about family disputes and how a family should not be! I wonder how the Tremaines will survive in the 21st century with all of these abuse prevention laws and the loads of security. But it's just family drama and Cindy is left behind.Sorry for my long, torturous paragraphs. I didn't realize it would take me this long to make my points. Otherwise Cinderella is a wonderful classic with the songs, drawings of the characters and the animals. I'm glad that I grew up with it. You have to wait for Cinderella 3 for Prince Charming to have a personality!"
99,Cinderella,9,22 March 2012,Enchanting.,"Walter Disney was not a great animator himself, but a great innovator and caterer to what people loved most about life, and the good things life has to offer. He made his films always with this regard at the forefront. From Snow White, to Bambi, Dumbo and all of the other classic tales that he lifted from folklore and history, and, like a deity of animation, breathed life into characters that were once trapped on pages in library books.""Cinderella"" is no different, and we see a gentle and simple tale of honesty come forth as the young girl who means no harm to anyone must overcome adversity aimed at her in the form of jealousy. An active attempt to keep her down and in her place as we see a contest of power among sisters in name only. There is almost a kind of Jane Goodall quality as we see the new matriarch push aside the offspring of the father's previous love so that her brood can benefit from the resources created by the previous marriage. Cinderella, the once much loved daughter of the household, is now relegated to servitude. But even here her spirit cannot be quelled. For in her labor lies love, and her friends, the various fauna that populate the household grounds and walls, keep her spirits up. She is isolated from people and society, but soldiers on.It is a basic story telling of how seeking consolence from another object of affection can adversely effect that which one loves; i.e. the father remarrying someone whose motives are less than altruistic. But, in the end, it is the stalwartness of the royal seneschel who knows only that his duty must be performed at the behest of the crown, for therein lies honor. And it is thus that Cinderella sees that her one moment to shine has been rewarded through an artifact of military etiquette.It's a lovely film to watch and see. There're no real deep messages, but the story reminds us that delving hastily into new relations where matters of the heart are concerned, can be perilous if the previous party has been wounded. But, it also shows us that it is trusting your heart that brings about, for lack of a better term, good things. It is a story that reminds us that opportunists may crush that which we hold dear, and unless a miracle is forth coming, the likes of which Cinderella experienced, bad things may continue to persist.Technical notes; lots of inbetweens to show us animation so smooth that nothing has been rendered like since CGI, and even CGI comes across as highly mechanical and precision oriented, a raw juxtaposition from the innate intuition of the artists who animate with gentle feeling. This is what makes Cinderella such a beautiful visual for us to sit, watch and absorb. I feel like I should have more to say, but, other than the fact that it's a wonderful film, I'm at a loss for words. Watch it, and enjoy."
100,Cinderella,9,28 January 2012,Bravo to Disney,"As a young boy, I always sort of hated ""Cinderella,"" since I was outvoted by my two sisters when my parents were considering what Disney movie to buy. I wanted ""Dumbo,"" but my sisters won out, and we got ""Cinderella."" They thoroughly enjoyed the movie while I sulked in the back of the room playing with my Star Wars action figures.A lot has changed since then. My love of the Disney theme parks landed me an internship at Walt Disney World, and I now have two young nieces. I like to showcase Disney to them as much as I can, and we recently watched ""Cinderella"" together. With my newfound appreciation for all that is Disney, I watched ""Cinderella"" with a new perspective and was impressed with what I saw.From the beginning of the movie, though, I didn't quite understand why Cinderella was trapped in such a horrible predicament. Why was she such a slave to her stepfamily, and why couldn't she just run away? I wasn't too sympathetic to Cinderella, but as the story progressed, I found myself becoming immersed in the story. Maybe the eye-catching animation or the fun-loving characters drew me in, or maybe it was the timeless songs. Listening to songs like ""Bibbidy-Bobbidy-Boo"" and ""A Dream is a Wish Your Heart Makes"" sort of whisked me back to the theme parks. I can picture myself in that carefree and fun atmosphere while looking at the awe-inspiring Cinderella Castle.Something about this movie just evokes the magic of Disney. That may make many people scoff, but go to the Magic Kingdom and see all the little girls dressed up like Cinderella that are excited to be in this fantasy world, and you'll know what I'm talking about. The images of Cinderella and the glass slipper - as well as Mickey Mouse, Winnie the Pooh, and Tinkerbell - embody why Disney is one of the most beloved companies in the entire world.While ""Cinderella"" may not be the strongest story, it is sort of iconic in Disney and movie history. It represents that fun, idealistic, and fantasy-like wonderment we held when we were kids. I imagine this movie holds a lot of meaning to many, many people out there. It may not be my favorite Disney movie, but it does represent all that I love and admire about the Company.My IMDb Rating: 10/10. My Yahoo! Grade: A (Outstanding)"
101,Cinderella,6,28 December 2011,"Interesting, good story, meh ending","I'll admit up front that the story was pretty good, the songs were good, the comedic jokes were fine and all. But the ending seemed to lack. First off, there was no final battle between Cinderella and the evil step mother... one minute the slipper inspectors are about to leave, the next Cinderella comes down and ends up with a perfect match. Then she's married, the end. What happened to the step mother or the two daughters? No dramatic ending.Oh well, I did enjoy the humor with the cat and dog (the cat may have died?) and the mice were also entertaining. But all in all the movie wasn't bad at all. Rated 6/10, almost 7 but the ending seemed unsolved."
102,Cinderella,4,4 November 2011,Great Movie!,"I hadn't watched Cinderella when I was younger but recently I did and I loved it! I think its so different from the ordinary Disney film...well i heard it's not even Disney so I guess that's a given. But the characters looked different and it has some really nice songs. Especially the first one ""This is my idea"" which speeds things up from when they're kids to when they're older...its really cute and the song itself is nice. Also its not the typical old animated films where the guy and girl fall in love straight away since they kinda dislike each other when they were young. But after that they just have this beautiful love which is both happy and sad and perfect!! Other than that, far longer than forever is a great song, along with many others. Tons of funny characters - Cindrella's friends, who are good funny friends are hilarious as well as the shoes's adviser and his friend. Anyway love it!! A must see classic."
103,Cinderella,8,24 March 2011,Stays very true to the original story,"An other reviewer says that Disney's Cinderella stays very close to the original story and I have to agree with that. I don't think any other Disney fairy tale stays that true to their origins. What Disney does is merely elaborating on the story and adding some helpful animals (especially mice) so Cinderella is not that alone in her duty to face the evil stepmother and stepsisters. I remember reading a Cinderella version where she did get help from birds, so maybe that idea wasn't fully copied from Snow White. The whole story is executed as it should be with a few extras but I must say the movie is kind of lacking in the humor department. It only becomes a bit funny when the mice are in it. The rest of the movie is serious and dramatic. But that's just how the real fairy tale is, pretty dark and dramatic. That doesn't take away the animation is splendid and the magic when the fairy godmother shows up is fantastic. Long had I waited to see this movie for the first time (over 12 years old), not because I disliked the Cinderella story (in fact I love it) but I could not think a fairy tale with so little action (most takes place in the house) could actually make a good movie. I was wrong there. Even if I liked its sequels more I think this one deserves an 8, my only complaint that it lacks humor but I cannot find any faults in the storyline or its execution. I might not have liked it that much first time around but this one needed re-watching to make it grow on me and it did."
104,Cinderella,7,15 August 2010,Quite good.,"I don't have many deep thoughts on Disney's return to feature length narrative animation. To me, it doesn't rank with the best of their work, but it's a very entertaining and charming movie with some excellent animation, music, and characters. What is most fascinating to me is the atmosphere around its release.After most of Disney's golden age masterpieces proved to be financial disasters, and after WWII had led to a focuses on cheaper productions and serving the war effort, Cinderella came about when the whole studio was in need of a hit, or else it would go under. Thankfully, it proved Disney's most resounding success since Snow White, another princess fairytale, and allowed Walt to break into television and, of course, his fascination with a certain theme park.It's not hard to detect that the film was made in more more desperate times for the studio, with its overabundance of rotoscope (quite a bit of live-action footage was shot even before production began) and animation which, though lovely, isn't as lavish as Pinocchio's or Fantasia's. Though I had issues with the rotoscope in Snow White, it bugs me less here since it's not as literal, and the work on Lady Tremaine is legitimately imposing. Unfortunately, the design work on the humans is pretty bland overall.Which is why we must be thankful for the myriad side characters who help Cinderella in her goal to become one of the godless, gluttonous aristocrats. Ward Kimball does a lot of funny stuff on the mice and birds, and Marc Davis has a few standouts too. However, it's Milt Kahl's work on the Fairy Godmother that steals the show. While Kahl usually detested work on human characters, he's clearly having a ball with this one, playing with her facial mannerisms and drapery to give a real sense of fun to the character. Bippity Boppity Boo may be an overexposed number, but her interaction with the effects and other characters in that scene is so enjoyable that I still love it.The plot is pretty boring. She wants the guy, her evil family won't let her get with the guy, her friends help her work to get the guy, she gets the guy, blah, blah, blah, blah, blah. But that doesn't matter when so many great scenes populate the film. Overall, I think the early fifties is a weaker period for Disney feature animation (though there were fabulous side projects like Toot, Whistle, Plunk, and Boom) but this still shows why they could whip up an entertaining movie even when the conditions were problematic."
105,Cinderella,9,16 September 2009,Give me Jaq and Gus over any outspoken Disney hero any day.,"When it comes down to fairy tales, Cinderella was the one that made you cry the most. poor Cinderella is a girl who had her whole life stolen by 2 evil and ugly stepsisters and a slave-driving step-mother. and thanks to Mr. Walt Disney, We got to witness Cinderella in animation.Before the story begins, Cinderella and her father are lonely, and rich beyond their needs. to share his wealth and to give his daughter some sisters, Cinderella's Dad marries a woman, but then dies soon after. the stepmother, only seeing dollar signs in her eyes and slavery in her gorgeous step-daughter, Cinderella.So for many days, Cinderella is a slave to her step-mother and her step-sisters. she has hope however, thanks to her friends, the mice of the home (sounds like Cinderella wasn't playing with a full deck.) she has hope that one day she'll find her prince. the chance eventually comes when the prince of the kingdom needs a girlfriend.9/10"
106,Cinderella,10,19 June 2008,Greatest Disney movie ever?,"Worry not, Disney fans--this special edition DVD of the beloved Cinderella won't turn into a pumpkin at the strike of midnight. One of the most enduring animated films of all time, the Disney-fide adaptation of the gory Brothers Grimm fairy tale became a classic in its own right, thanks to some memorable tunes (including ""A Dream Is a Wish Your Heart Makes,"" ""Bibbidi-Bobbidi-Boo,"" and the title song) and some endearingly cute comic relief. The famous slipper (click for larger image) We all know the story--the wicked stepmother and stepsisters simply won't have it, this uppity Cinderella thinking she's going to a ball designed to find the handsome prince an appropriate sweetheart, but perseverance, animal buddies, and a well-timed entrance by a fairy godmother make sure things turn out all right. There are a few striking sequences of pure animation--for example, Cinderella is reflected in bubbles drifting through the air--and the design is rich and evocative throughout. It's a simple story padded here agreeably with comic business, particularly Cinderella's rodent pals (dressed up conspicuously like the dwarf sidekicks of another famous Disney heroine) and their misadventures with a wretched cat named Lucifer. There's also much harrumphing and exposition spouting by the King and the Grand Duke. It's a much simpler and more graceful work than the more frenetically paced animated films of today, which makes it simultaneously quaint and highly gratifying."
107,Cinderella,9,11 January 2008,Makes you a child again,"I don't think I need to tell you the story. For it has been told for years and years. So I will just share my feelings. I first saw Cinderella was when I was five years old. From then on I was a Disney child in a good way. The animation now seems childish and old fashioned, but that is part of its charm now. Now, in the age of High School Musical and computer generated images, it seems like people have forgotten the genius and magical essence of early Disney movies. Thankfully I was born before that so I was introduced to this classic. And it seems no matter how old I get, I turn back into that five year old watching it on VHS. Which is the true magic of Disney."
108,Cinderella,10,11 October 2007,"A sweet, enchanting masterpiece from Disney","The story of Cinderella is one of my favorites from Charles Perrault, along with Sleeping Beauty which was also made into a Disney film in 1959. I thought this film is a sweet, enchanting masterpiece from Disney.The film has a great soundtrack and that's one I like in a movie is a very good soundtrack. Also I love the songs too, my favorite song is the romantic ""So This is Love."" I love the mice from the film too, they are cute. My favorite scene is the scene after the narration, the little birds tried to wake Cinderella up in the morning. And I also love it when Cinderella's animal friends (the mice and birds) fix up Cinderella's birth-mother's dress so she could go to the ball, until Drizella & Anastasia tore it to bits, the b****es!"
