,title,stars,date,r_title,text
70,Song of the Sea,9,31 March 2015,A beautiful Celtic animated classic,"Lovely Oscar-nominated Irish animation from director Tomm Moore about a young boy (voiced by Moone Boy's David Rawle) who goes on an adventure in order to save his little sister Saoirse who may have inherited the Selkie gene from her mother who disappeared years earlier. Beautifully made and lovingly animated in a hand-drawn fashion, with superb use of sound and a fantastic score I'm going to pick up when I get a chance, this animation has true heart. Some of the side characters aren't brilliantly expanded upon but no matter when the leads are so captivating and the faerie world has a nice pagan feel to it, strangely like I felt watching the likes of The Wicker Man. Beware the owls and sit back and enjoy. 9/10"
71,Song of the Sea,10,24 March 2015,"Remarkable, all around great animated film!","Films usually don't make a lasting impression on me, let alone an animated film, but this was something different.A film with traditional 2D animation, gorgeous visuals, beautiful sounds and a touching story is so rare these days that it makes Song of the Sea really special.Was very surprised with a huge amount of symbolism and metaphors all throughout.Overall, it's a fantastic film, which should be seen by adults and youngsters.Highly recommend this film!"
72,Song of the Sea,7,15 April 2015,A Song Worth Listening To,"Sometimes, in an animated film, you don't need a celebrity-laden voicecast, tons of pop culture jokes and a blaring soundtrack full of the latest chart hits. A strong story, well-written characters, some traditional instrumental music and lovely, colourful, unconventional animation is all you require. Song Of The Sea may not be from a big studio and isn't as flashy as the hugely budgeted CGI releases... But in terms of charm and imagination, it beats most of them hands down.The plot comes from a traditional Irish legend, concerning a human man who has two children with a sea-dwelling creature, called a 'Silkie'. After the second child (a girl) is born, the Silkie realises she must sacrifice herself in order so that her new daughter must live. Flash forward a few years later, and the infant girl is now a child, resented by her big brother for supposedly making their mother disappear, while their dad is still pining for his lost love. Oh, and for some reason she is a mute.I won't say any more lest I ruin what lies ahead, but sufficed to say... The girl finding out her secret powers, the development between her relationship with her older sibling, and the strange, mystical legend which encompasses itself into all kinds of mind-boggling situations is a joy to behold. Usually, I like a bit of comedy to go with my animated films... But here, it would only detract from the exhilarating journey our protagonists go on (both physically and spiritually) So I'm MORE than happy to let it slide.Basically, a thoroughly satisfactory effort, with a real tearjerker of a denouement. Just try to stop those flecks of water from running down..."
73,Song of the Sea,,23 March 2015,Charming,"Song of the Sea follows Ben and his little sister Saoirse as they try to get a magical object and save magical beings... and why not their family as well?The movie begins with a beautiful animation that sets the tone for the rest of the story. Ben is angry with his little sister. Their father is lost in sadness, and their grandmother feels powerless to help them but still tries to, but not in the best way possible.And you believe in their plight. You want this family to get better. The way their story seamlessly mixes with the folklore is great. You believe wholeheartedly in the magic of their world.Seeing Ben and Saiorse interact is great. They are just two kids and you see them act with innocence and curiosity just like any child. Watching them reminded of the relationship between me and my own sister.And the animation is great. This movie does not go for the realistic approach, and instead goes for a more stylistic choice, but is still beautiful. Some of the scenes have such depth and contrast and color that could par with the work of the best cinematographers out there.Kids and grown ups will like this one. Big brothers should watch it with their little sisters, at least to remind them not to be such jerks at times."
74,Song of the Sea,6,10 September 2016,Song of the Sea,"I may have seen images of this Welsh cartoon at the time of its release, I knew it was likely to be something magical, it being well rated and recognised during awards season meant I had to watch it. Basically lighthouse keeper Conor (Brendan Gleeson) lives on an island with his son Ben (David Rawle), his wife Bronach (Lisa Hannigan) and sheepdog Cú, but things change when Bronach disappears, presumably dying after childbirth, leaving behind daughter Saoirse, and a seashell horn. Six years later, Conor is a broken man, and Ben is antagonistic towards his younger sister, he blames her for their mother leaving, she has not learned to speak, and Granny (Fionnula Flanagan), the grandmother, is visiting for Saoirse's birthday. At night, Saoirse plays the seashell horn, leading her to a white sealskin coat in Conor's closet, she wears the coat and walks towards the sea, there is a group of seals, revealing she is a selkie, a mythological creature who lives as a seal. She is found swimming by Granny, she insists the children are not being cared for properly and should be taken to the city, Ben protests, but Conor reluctantly agrees, and locks the coat in a chest, throwing it into the ocean. Saoirse plays the shell horn again on Halloween night, she and Ben attempt to run home, but the fairies who were alerted want to take Saoirse with them to Tír na nÓg (""Land of the Young""), but the fairies are turned to stone when attacked by the owls of Macha (Fionnula Flanagan), the sea deity. They catch up to Cú who followed them, but Saoirse is becoming ill, she falls into a sacred well, Ben follows and meets the Great Seanachaí (the storyteller/historian) (Jon Kenny), they learns that she was kidnapped by Macha, and she is mute because she needs to coat, or she will die. Ben learns that Bronach was a selkie herself, and remorsefully watched as she returned to the sea, he is given a hair that will lead them to Macha, who claims that her son Mac Lir (Brendan Gleeson) suffered a broken heart. Ben is able to rescue Saoirse and makes Macha realise that stealing feelings does not help, she flies them back home, where Conor finds them and takes Saoirse to hospital, at the same time the grandmother is trying to find them. Ben dives into the ocean to recover the coat, with the help of seals and Conor he finds it, Saoirse is made fully healthy and sings the song of the sea, the fairies rise, and Mac Lir, his dogs and Macha emerge and they head for Tír na nÓg. Bronach appears and prepares to depart with Saoirse, but she is half-human, so she departs instead with the coat, the fairies also say a tearful farewell, Ben and his family finally return home to their island, and Granny arrives, she decides the children can stay with their father, Ben and Soairse reconcile and become friends. Also starring Lucy O'Connell as Saoirse, Pat Shortt as Lug, Colm Ó'Snodaigh as Mossy and Liam Hourican as Spud / Bus Driver. Irish stars Gleeson and Flanagan do their voicing well, the story is based on a famous folklore tale, it was a little confusing at times, but generally it is a sweet tale of a boy learning to become a better brother to his fantastical sister, the animation is beautiful and the music score is haunting, it works well both as a fun adventure and a moving, heartbreaking exploration, a worthwhile animated animated fantasy drama. It was nominated the Oscar for Best Animated Feature Film of the Year. Good!"
75,Song of the Sea,5,14 August 2016,One for the kids,"SONG OF THE SEA isn't one of my favourite animations, but it's pretty successful at achieving its aims and as a film is difficult to dislike. It can be compared favourably to the likes of Studio Ghibli's output from across the world, although the basic animation means that it's not quite as good or creative as a Ghibli movie, although it IS colourful. The story is based in Irish folklore, in particular the legend of the selkie, seals that can adopt human form.It's an occasionally twee piece that nonetheless gets by thanks to the theme of loss at its heart. I didn't really warm to the child characters in the movie, but Brendan Gleeson is surprisingly gruff and realistic as the grieving father, and there are some fine characters in the supporting cast. SONG OF THE SEA ably brings to life a magical otherworld and it's the type of film an imaginative child will naturally enjoy."
76,Song of the Sea,10,12 August 2016,"At the pantheon of animation, a perfect 10","The existing reviews say it all. Unfortunately, not the total score, dah!! I cannot say no more, other than i had to subscribe to IMDb, just for this rating. And since IMDb is asking for a few more lines in order to post the review... A modern fairy tale, a bed time story about a child's quest, one of a few of its kind, magical yet real, inspiring, and in times breath taking, and at the climax greatly emotional, i dare you watch this movie, cry your eyes out, and then, just maybe, subscribe to IMDb. Unfortunately (or not) Hollywood animation does not provide such depth, trying to make things complicated, captivating the audience through elaborate CGI action scenes. This movie is a real masterpiece defying the very nature of that western ideal. Took me back to an early age (now 38), when mother used to tell me that story about some pigeon that embarked on a quest to find its stolen babies. Congratulations to the makers. This movie should not have lost the Oscar, especially over Big 6, which was a poor movie after all. But then again, more and more people are turning their backs to the academy. About time."
77,Song of the Sea,10,5 June 2016,Ancient variation of the little mermaid - visually brilliant - genius film making.,"The animation does not have the ""benefit"" of the Hollywood rendering processes and therefore appears a little less sophisticated than the Hollywood blockbusters at first glance. However, the visual impact of the images would be lost if this was done. The real impact of this story is towards the end when the little girl finds her song and the world changes in images that are almost impossible to describe. In many ways this film defies any attempt to categorize it. Both children and seniors and all ages in between can find something to enjoy. I saw it twice a few weeks apart and it was better the second time as I saw new images and events I missed the first time. Highly recommended - a tale to cherish. The ancient myths about the selkie are not generally known worldwide, so it would help if a viewer googled ""selkie"" before watching the film. I did that after watching the movie the first time, and it changed my understanding the second time."
78,Song of the Sea,8,28 March 2016,Absolutely gorgeous presentation that makes you forgive the generic plot.,"A beautifully animated, tranquil experience. This film takes a concept and uses themes that I had no previous interest in and manages to thoroughly engage me and has enticed me to see more of its kind. The presentation of Irish and Scottish folklore is marvellous, alongside its magical score helped along with its selection of Celtic instruments. One personal liking of the film is the use of an Irish voice cast who all do a great job, it is a refreshing change from other animated movies opting for an American or Canadian cast whereas this movie greets me with something more familiar and what I can relate to more, not to mention it all adds to the overall atmosphere. The film is not without its flaws however. When I walked out of theatre evaluating the experience from a sum-total, I soon concluded that the story was generic. Visuals and music aside what you have is another film in which the plot is about returning the chosen one to restore peace to a world we've only just been introduced to... Sound familiar? When watching, this was not a problem as I was completely engaged, but should be a troubling factor when revisiting. If a less noticeable setup was used, this would be a movie I'd watch multiple times, the lore has the potential to be so much more... perhaps a masterpiece. What the film has provoked me to do is plan to watch anime films with a similar structure - creating a fantastic, magical adventure in a world ripe with cultural influence - such as the works of Hayao Miyazaki with his resume that include Spirited Away, My Neighbor Totoro and Castle in the Sky. Song of The Sea, a lovely tale that will enlighten your heart from start to finish, among the best animated films that have appeared recently, but is not as popular, so do please check it out."
79,Song of the Sea,9,16 February 2016,Refreshingly Different - Beautiful Film,"I personally feel that this is the best animated film of 2015, surpassing even the highly acclaimed Inside Out and Princes Kaguya.The magical story unfolds in a style that is so refreshingly different to the the standard computer animated films that have become far too commonplace. Song of the Sea has been constructed with lovingly drawn, hand detailed animation. The animation style is so simplistically real, yet the animators use their incredible story telling skills to allow you to feel an immediate closeness to it.From the opening we are blessed in hearing the hypnotic ""Song of the Sea"" melody, within seconds it is clear that this film is something special. The song while beautiful, also perfectly complements the tempo of the film.Massive praise to all those involved in creating such a beautiful film, well done, thank you and please carry on."
80,Song of the Sea,9,14 February 2016,A French Gem,"""Song of the Sea"" is a vibrant and beautiful French animation, certainly meriting its Oscar Nomination of 2015, and in all honesty a better story and concept than ""Big Hero Six"". The color in Sea is fantastic, really beyond comparison. And the characters are imaginative, fun, and magical. The story is simple and the voice acting competent. This is the first time I'd seen Moore movie though I'd read he has an earlier in entry I will certainly look up now. Some detractors may say the animation is untraditional or 2-D, and it is both, but I'd say that lends to its originality and style rather than detracts. In an odd way the animation pays homage to ""Peanuts"" I thought. Anyway, highly recommended. 9/10 Best animation movie from the last year or two."
81,Song of the Sea,8,11 February 2016,Masterpiece on so many levels,"Lately I've been having problems concentrating on a film, even really good ones. But this just took my breath away. The animation style is just fantastic with its watercolour look, enchanting patterns and distorted perspectives. throughout the whole thing I bought myself thinking on almost every cut ''that'd make a great art print'', that's how good it was. I know that one cannot judge a whole film by its art style (yet in this one it makes up a great deal of the whole), and i also know that people have found the plot of this movie lacking. Well, I think that they're wrong. I really enjoyed the plot. It's one of those good, family friendly kind of plots where it's easy to enjoy in the moment for those less developed (immature kids and grown ups) and still bringing up discussion and questions for those more progressed (mature kids and grown ups). Overall it's just a really pleasing movie for everyone; the art freak, the film nerd and the annoying nephew."
82,Song of the Sea,,7 February 2016,This is my favorite movie.,"""Song of the Sea"" directed by Tomm Moore is a beautifully animated movie about a boy named Ben and his sister Saoirse as they try to sing a song to release fairies from there stone curse. This movie's soundtrack is perfect for the type of movie they were making. The characters are well acted to sound believable and relate able to understand how they are feeling. Even the main villain isn't entirely evil as someone trying to solve a problem but in bad ways. If you are parents, I 100% recommend you show these to your children. If you can find a blu ray version of the movie, make sure you buy it for the best experience on my favorite movie of all time."
83,Song of the Sea,9,5 February 2016,You just need to watch it quietly,"Nowadays most of the animations are made with high-tech special effects, all subjects are so vivid that you can even every single fur of the animal or every single hair of a person. But this movie, combined eastern typical animation patterns with Irish cultural elements, generated a unique movie that fulfilled with its national features. The seemingly rugged lines and original style of the scenes perfectly elaborated the simplicity of the human nature. Yet if you watch carefully, you'll find that each scene, for instance, in the caves or in the ocean, is designed out of thorough consideration, all backgrounds, patterns and characters, they just match so perfect.Actually, you don't even need to observe anything, you just need to watch quietly, and follow the story to dig out the most simple and pure thing in the world."
84,Song of the Sea,8,24 January 2016,A children's film for adults. But kids will like it too.,"Before aspirations of going into some facet of the film industry, I had the desire to be an animator. The thought of having complete control over a boundless world was a thrill to me. But the difficulty level of such an endeavor proved to be a bit daunting, leaving those more tenacious than myself to forge ahead. And be glad they did. If not for the few with a true love (and talent) for displaying their imagination on screen for all to watch, we would have missed out on so many worthwhile stories. It's a gift that most never appreciate in terms of the time and effort which goes into making a full length feature (Let alone a 5 minute short). We look at animation as cartoons to plop our kids in front of to make them quiet. But they're so much more than a child's medium and deserve our respect, both the project itself, but also their creators. That said, I give you Song Of The Sea (2014).A young girl named Saoirse discovers that she can change into a seal. With the help of her older brother, Ben, they embark on an adventure that could save the world and shed a light on what befell their mother the night Saoirse was born. That's the short version. To tell more might be doing you a disservice. That, and I could not tell this story a tenth as well as the creators of this film do. Song Of The Sea was one of those animated features that got buried under the mountain of big studio bells and whistles kid fodder that, although fun, give higher brow pictures an unfair rep as being just 'kid's stuff'. Brought to us by Tomm Moore, the director behind The Secret Of Kells (2009), Song Of The Sea adds to the strong resume Moore is building. I enjoyed both of those films thoroughly, but don't expect your usual animated fair. There are stories to tell and don't necessarily come second to the visuals, which are a subtle mix of mainstream animation and smooth-lined Celtic inspired artwork. A style which reflects it's dedication to the culture that gave it life."
85,Song of the Sea,10,7 November 2015,A beautiful modern fairytale,"It is clearly set in modern day, but the story has strong fairytale vibes, weaving in folklore and legends with the endearing 2D animation, and the folktales seem to have parallels with much of what the adult characters are experiencing.This is the tale of a little boy who discovers that his sister is a selkie. We don't often get to see touching stories about a brother and a sister, and this was a welcome addition!It was also refreshing to watch a 2D animated movie; the medium is seriously dwindling. This is a film from the same people who made Secret of Kells, and in my opinion, this was much better."
86,Song of the Sea,10,11 October 2015,Another example that shows Irish animation is world class!,"People, I kid you not. An amazing, animation studio from Ireland by the name of Cartoon Saloon has arisen, and it is bound to have a legendary status. The creators behind Song of the Sea (2014) are undeniably some of the most creative and passionate people in the animation industry. You can tell it from just watching their movies!Their latest feature Song of the Sea (2014) is yet another example that shows Irish animation is world class. Like their previous works, this animated feature is beautiful and it feels so magical looking at them. What's more about this animated feature is its heartwarming theme and interesting, lovable characters, making it immensely captivating and entertaining.Honestly, most of the characters (human or not) are gorgeous and it's difficult to not love them! It has plenty of charming Irish mythological figures such as Selkie, Mac Lir the giant, Tír na nÓg, Seanachai and Macha in addition to Ben and Saoirse's cute family!The protagonists, Ben and Saoirse are also inspiring. They are just children who felt mostly lonely at home but they are very brave. These siblings learned to get along with each other and the elder brother grows up most; he has learned to be more open-minded and on how to be a responsible big brother!Ending this post, I must say that Song of the Sea (2014) is awesome! With nice music and vivid animations, their adventure in this animated feature is nothing like we've seen before! If you love mythology, I am sure you will love it! Give them a try and I am sure you will love them instantly, as much as I do!PS. This is my 92th animated movie review and it is one of the very rare that gets a rating of 10 out of 10 stars!"
87,Song of the Sea,9,9 October 2015,"She turns to me, song of the sea","The Song of the Sea opens with a story based on Irish mythic folklore; a selkie woos a human man before leaving behind a half human baby. Of course we don't know that yet; to us she's the elegant Bronagh, who gently sends us to sleep with that Irish Gaelic hymn that acts as the sweetest musical motif to ever grace the screen. There's moments of magic throughout. In one spellbinding scene, the young and silent Saoirse slips into her skin and becomes a shimmering white seal diving into the ocean. The animation becomes fluid as she effortlessly glides through the deep sea like a wet paintbrush sliding against blue paper, creating a watery swathe. The score gently lifts with harp and strings, and not a word is spoken, but we are so sure that she is at home in the sea. I am reminded of Journey and its majestic score and graceful sand- sliding. The traditional animation style is simplistic yet beautiful; shots seems lifted from a storybook like those cross sections of the Faeries pipes and the sinking down the underwater chasm. But there are also sections of intricate layers that seem to jump right off the page; the roundabout that has cars wheeling around it, and that seemingly bottomless pool in the holy shrine that entices us to dive in. The characters are designed with the same amount of loving detail and care. Conor, voiced tenderly by Brendan Gleeson, is a hulking figure with strong curves and enveloping arms but is heartbroken and forlorn. The design of the grandmother and the owl lady Macha mirror each other, both driven by desire to do away with suffering and provide blissful comfort, but one in a more darker (and in her innate back-story, more tragic) manner. The blinking saucer eyes, the little smile and wayward limbs tell us more about Saoirse than any dialogue would; in the middle of the film, Ben once again wraps the dog leash around her, this time in a more protective manner, and she playfully swings her legs in a way only children do. Song of the Sea captures childhood remarkably without ever feeling childlike. This is a rarity in modern animation; there are no superfluous characters that offer low brow comic relief (the closest we get is the sheepdog Cú, but he is sweet and loving and provides the sort of care that Conor lacks in his heartbreak - they are even drawn with the same sort of curving form), no attempts to dumb down the characters or motives. Anyone who grows up with a sibling can empathise with Ben's initial woes; the fighting and pushing, the jealous coveting of belongings, taunting with elaborate scary stories, running away from home. Their long car journey is characterised by a crudely drawn crayon map, scribbling the kind of odd details and sights only a child would notice. David Rawle is crucial to this relationship; his voice acting is excellent, with just a hint of biting scorn that older siblings are familiar with, yet youthful in his wide eyed wonder at discovering the myths of his childhood being reality. Macha, the crazy owl lady, is the so called villain of the story, but again, Moore shifts direction and weaves a sorrowful motive for her act of literally bottling emotions. It is reminiscent of Yubaba from Spirited Away, another maternal figure that frightens young protagonists. The personality of Zeniba is also within Macha, but is hidden away, forcefully pushed down under layers of grief. Ben and Saoirse release the bottled up emotions, and for the first time in forever, she chuckles and her cheeks grow warm, and then her tears fall like the mini rainstorms above her. These elemental emotions are stylised very simply, but it is effective enough to produce that moment of catharsis. A unexpected moment in the middle of the film occurs when we get an extended flashback to Bronagh as the beginning delved into, but here it is even more tragic because we have come to know Ben and how he has transformed his grief at his mother leaving into contempt for Saoirse. We know this not because of a voice-over, or maybe some telling remark from the Great Seanachai storyteller and keeper of memories, but because of the intricately shaped characterisation and persona that has been stony cold throughout. This is right until he witnesses Bronagh abandoning the family again in fully fleshed out detail, and tears start streaming for the first time. Later he pleads for Saoirse to stay with them, and we fully believe him. It is not easy to create this type of longing, even if the character arcs seem predictable. Song of the Sea is a gorgeous and evocative example of how animation should be done. The soothing sounds of Lisa Hannigan's Amhrán Na Farraige effortlessly captivate a viewer; watching this is like slowly being lulled to sleep."
88,Song of the Sea,10,13 September 2015,Beautiful Contemporary Fairy tale.,"This is quite simply a brilliant masterpiece of animation. The combination of modern and ancient commingles in both the narrative and the animation style, topping it off with some gorgeous music, wrapping everything together in a solid and creative movie experience.Ben as the protagonist was somewhat less enjoyable at first as he comes across as a bit to bratty, but it is an honest child-like bratty that eventually is shed as he comes into his own. He realizes he has done wrong and to make up for his attitude, a good character development throughout the film, and your opinion in him somewhat changes as he does.The narrative itself flows well, and the two siblings relationship grows throughout the movie which was well paced. The layers of similarities between some of the mythological characters and the human characters, particularly Ben and the Mac Lier giant and the destructive nature of tragedy, and Ben's Grandmother and the immortal Macha as mothers who come across as bad due to their ultimately overprotective actions with their sons, with correlation further enhanced by near similarity in character style and the fact that they were both voiced by the same actress Fionnula Flanagan. These comparative relationships add just the right touch of thoughtful complexity to a contemporary fairy tale, and the theme of the relationships between stories and people."
89,Song of the Sea,8,17 August 2015,Should give it a try and watch with little ones,"I like the drawing style!Before watching this I warn you that the plot is very simple, thus if you are the kind who demand a complete, complicated and exciting plots then you will be let down by this bed-time story. A lot of plot-holes that left unexplained; many riddles left unanswered. Witches, owls, seals, a dog, fairies and selkies (at first I thought it was selfies....)and all that. Great and very suitable for little ones to watch, and of course the adults too. Drop all your logical sense and judgement of how a story should start and how it should end. This is about a journey so take the ride and enjoy the lullaby of the song. Song of the sea reminds me the feeling of listening to my imaginations' I used to have at bed-time. Oh, how I miss it."
90,Song of the Sea,10,5 August 2015,Beautiful creation.,"This movie is simple and stunning. It may not be in 3D alike other leading titles in the animation genre, but its visuals quite easily defeat those of quite a few 3D titles. According to me, Wall-E would probably be the only movie that would match up to this one. But, enough about the visuals. On to the story. I shall be nice and not give spoilers (although I really do want to!). The movie has one of the best written plots I have encountered in a long time. The movie may seem childish at first, but upon perceiving it at a certain level of depth, one will notice that the story has mature undertones. Family is quite possibly the main theme in the story, other than the fairy-tale setting of the movie. Emotional individuals may find themselves tear- stricken by the end of the movie. (I kinda did..) There is a lack of funny moments in the movie although, according to me, the inclusion of comic relief in such a story may well diminish it's emotional appeal and the very essence of the movie. The movie does have tense moments. Ones people would not expect from an animated movie. The nail-biting moments are short, well-written and quickly handled. It has been a long time since this movie was released. And I am quite late with my review of it. But this is solely because the movie did not meet a lot of response, and hence, it may be one of the best animated movies that the world was ignorant towards. Perhaps this was because of its 2D visuals or because of the childish aura the movie initially propagates.I myself did not know of this movie until a few days back. I am grateful for getting an opportunity to enjoy it. It's gorgeous visuals, emotionally clenching story and stunning music sets it apart from a large number of animated titles and makes it a treat for all ages."
91,Song of the Sea,,1 April 2015,A sweet film for kids with one appalling detail not appropriate for kids.,"Just a word of warning if you have young kids of reading age. Prominantly seen several times is a sign on a door that reads:Keep out! Feic Off! No Humans!His is highly inappropriate for my 8 year old who is just learning how to read and sounding out words. This film is PG and this should have not been there. Aside from that it is a well made film with a lot of interesting themes and visuals that never failed to hold my family's attention. It is a bit dark, especially that ending, older viewers will have no issues here but if you are trying to keep the little ones away from harsh profanity and they're old enough to read, keep that in mind when spinning this disc."
